ID,标签,问题,答案
87,0,重庆理科考生，位次43000左右，请问有没有机会报读贵校的海洋资源与环境,您好。由于今年的生源未知，能否被我校录取很难确定。你可以参考我校的历年数据进行填报志愿。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
88,0,你好！广州文科生505分，总排名39504有机会录入贵校吗？服从专业调剂，谢谢！,您好。您可以参考我校的历年数据进行填报。按照2019年的录取数据，建议您报考我校冲一冲。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
89,0,理科505，排名101999，在你校是否有好点的专业适合我去读？,您好。您可以参考我校的历年数据进行填报。按照2019年的录取数据，建议您报考我校。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
90,0,是否有希望被录取,您好。按照2019年的录取情况，您的分数和排位与我校的录取分数线和排位都有一点点的距离。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
91,0,请问广东考生总分469排名144764有机会被贵校录取吗,您好。按照2019年的录取情况，您的分数和排位与我校的录取分数线和排位都有一点点的距离。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
92,0,请问2019年湖北舞蹈录取分数线是多少贵校的舞蹈专业怎么样,您好。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
93,0,请问！我是2020年海南高考生，我所选科为生物政治地理，成绩523，有意报考贵校，请问有希望录取吗？,您好。您可以参考我校的历年数据进行报考。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
94,0,请问老师，我是江西的考生，这次考了500多分，想提前批报考贵校航海类专业，但是我的高考体检表上面检查视力时，视力没通过，报考受限。为此我还特别做了手术，现在裸眼视力已恢复到1.0。请问，我还可以报考贵校这一专业吗，如果坚持报考，会不会因这一原因而退档。,您好。航海技术专业要求辨色力正常（无色盲无色弱），身高165CM及以上、双眼裸视力均能达4.7（0.5）及以上；轮机工程和船舶电子电气工程专业要求辨色力正常（无色盲无色弱），身高155CM及以上、双眼裸视力均能达4.6（0.4）及以上。航海技术、轮机工程、船舶电子电气工程专业非英语语种考生请...[详细]
95,0,"您好，广东考生理科531，排名73040，请问能被贵校录取吗？服从专业调剂,谢谢！",您好。您可以参考我校的历年数据进行填报。按照2019年的录取数据，建议您报考我校。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
96,0,湖北省理科女生509分61595名报动物医学录取的概率大吗,您好。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
97,0,广东文科474分排位63483报贵校有没机会被录取？,您好。按照2019年的录取情况，您的分数和排位与我校的录取分数线和排位都有一定的距离。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
98,0,请问理科471排名142959今年被贵姓录取的机会大吗？,您好。您可以参考我校的历年数据进行填报。按照2019年的录取数据，建议您报考我校冲一冲。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
99,0,请问贵校今年理科有扩招吗？,您好。我校2020年的计划与2019年的基本持平。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
100,0,我是北京考生服从调剂，若被贵校调档会被退档吗,您好。我校的招生章程规定：考生所填报的所有专业志愿均未被录取时，若服从专业调剂，按考生投档总分从高到低调剂到计划有空额且符合相关专业要求的专业录取；考生不服从调剂的，或服从调剂但是不符合计划有空额专业相关要求的，作退档处理。如需了解我校的招生信息，可登陆广东海洋大学招生...[详细]
101,0,您好我是山东考生，请问如果要学国际经济与贸易需要考口语吗,您好。我校国际经济与贸易不需要考口语。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
102,0,我是广东考生，排位99476，考分507，想要报名贵校的水产养殖录取可能会多大,您好。您可以参考我校的历年数据进行填报。按照2019年的录取数据，建议您报考我校。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
103,0,您好，我是2020届考生，我想咨询2019年艺术类舞蹈综合分录取分数线，谢谢！,您好。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
104,0,老师您好！2020年广东考生，文科526分，省排位25435，报考贵校被录取的机会大吗？谢谢！,您好。您可以参考我校的历年数据进行填报。按照2019年的录取数据，建议您报考我校。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
105,0,若把贵校填在第一志愿，被贵校提档后有没有可能会因排位低被退档。学校会预留不超过计划招生数1%的额外生源数量，“用于生源质量调控及解决考生专业服从调剂而需要增加的计划等问题。”生源质量调控的意思是有意向冲击贵校的人也会面临被退档的风险是吗,您好。文科类、理科类专业分档时，根据各省（区、市）投档规则出档后，实行“分数优先”的录取原则，按考生投档总分排位情况从高到低排序录取。先安排排位高的考生的第一专业志愿，若该专业额满，再逐一查看该生的后续专业志愿。考生所填报的所有专业志愿均未被录取时，若服从专业调剂，按考...[详细]
106,0,老师您好！本人广东排位112428，有机会进入贵校吗？, 您好。您可以参考我校的历年数据进行填报。按照2019年的录取数据，建议您报考我校。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
107,0,美术文美术统考分205，文科分392，排名135561，美术综合分464，排位15437，有机会报考贵校吗？,您好。按照2019年的录取情况，您的分数和排位与我校的录取分数线和排位都有一定的距离。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
108,0,请问会计学英语汉语言公共事务管理社会学日语谢谢的意思专业有什么身体指标要求吗？,您好。您所提到的会计学、英语、汉语言、公共事务管理、社会学、日语等专业对身体条件不做要求，你可以查阅广东省2020年招生专业目录。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学...[详细]
109,0,你好，河北美术考生美术联考216分，排名17292；文化课322分，排名143530，按河北今年高考美术的计算方法综合分474.6分，不知道是否有望被贵校的设计类专业录取呢,您好。由于生源未知，这个不好判断。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
110,0,广东海洋大学有一个地方专项和广东海洋大学有什么区别,您好。地方专项是由广东省教育厅指定的类别，有一定的指定对象。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
111,0,老师，您好，请问广东省文科排名33500名，有没有被贵校录取的可能。谢谢！,您好。您可以参考我校的历年数据进行填报。按照2019年的录取数据，建议您报考我校。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
112,0,如果分数线未到本科线是否能报靠贵校,您好。不能。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
113,0,老师你好！我是广东理科生，558分/排位47738，入读贵校机会大吗？,您好。您可以参考我校的历年数据进行填报。按照2019年的录取数据，建议您报考我校。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
114,0,广东考试理科女分数492排名116550如果被调剂会被分配到什么专业可能性最大？想了解一下，谢谢,您好。您可以参考我校的历年数据进行填报。按照2019年的录取数据，建议您报考我校。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
115,0,你好看到贵校在贵州省2020年高考高校招生专业目录中有提前批的专业，想问问是否代表贵校在贵州有提前批专业。若有，提前批专业在大学是否可以转专业,您好。如在贵州省的报考专业目录中有提前批专业，那就意味着我校有招收提前批专业。转专业是有一定的条件的。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
116,0,请问文化462，专业258报贵校的录取几率大嘛,您好。我校2019年在湖南省招收的音乐类专业学生执行的是校考成绩+文化成绩，2020年是统考成绩+文化成绩。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
117,0,我高考理科分数486，排名是124149，能不能进广东海洋大学啊,您好。您可以参考我校的历年数据进行填报。按照2019年的录取数据，建议您报考我校。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
118,0,老师您好，我想问一下贵校的美术学专业具体是学习哪方面的专业呢,您好。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
119,0,请问贵校的优势专业是什么,您好。我校是一所以海洋和水产为特色、多学科协调发展的综合性大学，是具有“学士、硕士、博士”完整学位授权体系的大学，学校现有“水产”“食品科学与工程”和“海洋科学”等3个一级学科博士点；9个一级学科硕士点，44个二级学科硕士点，5个硕士专业学位类别（共14个领域）；80个本科专业。...[详细]
120,0,老师我是广东理科生，排位47740，能否入读贵校？,您好。您可以参考我校的历年数据进行填报。按照2019年的录取数据，建议您报考我校。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
121,0,老师您好！我是广东体育考生，体育文化都过线，综合分469，排名4810，有没有计划被贵校录取？谢谢！,您好。您可以参考我校的历年数据进行填报。按照2019年的录取数据，建议您报考我校冲一冲。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
122,0,489，排名13.3万服从调剂是否能去,您好。您可以参考我校的历年数据进行填报。按照2019年的录取数据，建议您报考我校。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
123,0,理科475分，排名137415，想报信息与计算机科学专业，可以吗？,您好。您可以参考我校的历年数据进行填报。按照2019年的录取数据，建议您报考我校。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
124,0,贵校有没有专科,您好。我是是本科公办院校。谢谢您的提问。
125,0,老师好，想请问一下：1、如果报考贵校并且服从调剂的话，会被退档吗？2、服从调剂的话，不符合什么样的录取条件会被退档，可以举例吗？,您好。我校的招生章程规定：考生所填报的所有专业志愿均未被录取时，若服从专业调剂，按考生投档总分从高到低调剂到计划有空额且符合相关专业要求的专业录取；考生不服从调剂的，或服从调剂但是不符合计划有空额专业相关要求的，作退档处理。如需了解我校的招生信息，可登陆广东海洋大学招生...[详细]
126,0,招生办老师，您好，听说贵校补录分数线很低，那么我想问一下，437分，省排184762，这有机会被贵校补录进去深造吗？谢谢,您好。往年我校有极个别专业出现补录的情况，现在补录的专业较少。补录的分数都不会很低，甚至比我校最低的投档线还要高。按照2019年的录取情况，您的分数和排位都不符合。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。...[详细]
127,0,是否可以转专业，有什么要求吗,您好。我校转专业要按照《广东海洋大学全日制本科学生转专业管理办法》进行，要求如下（节选）：第二章转专业的条件第四条学生应按省级招生部门核准的专业报到入学就读，应在该专业完成学业。未经学校批准发文，不得在包括入学前的各环节擅自变更就读专业。有下列情况之一者，可申请转专业：...[详细]
128,0,专业刚过线文化超线六十六分有希望上贵校吗, 您好。2020年由于疫情的影响，今年我校在湖南省的艺术类招生使用术科的统考成绩招生，生源未知，您是否会被录取也未确定，不过可以尝试报考下。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东...[详细]
129,0,490分，排名119710，想报物联网工程，可以吗？,您好。您可以参考我校的历年数据进行填报。按照2019年的录取数据，建议您报考我校。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
130,0,您好老师，今年考分在二本投档线449能报贵校吗？几率大吗？谢谢。,您好。我校的历年的录取数据可以参考。由于今年的生源未知，能否被我校录取很难确定。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
131,0,您好老师！山西今年在二本投档线449的学生能报贵校吗？录取几率大吗？谢谢,您好。我校的历年的录取数据可以参考。由于今年的生源未知，能否被我校录取很难确定。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
132,0,请问四川舞蹈类是按专业分排名投档吗？有没有最低分数参考？,您好。艺术类统考专业分档时，根据各省（区、市）投档规则出档后，在考生符合专业要求的基础上，实行“分数优先”的原则。投档至本校的非广东省生源考生，按综合成绩从高到低，择优录取。艺术类统考专业综合成绩=（术科统考成绩÷术科统考总分）×70+（文化课成绩÷文化课总分）×30。综合成绩相同时...[详细]
133,0,多少分能上广东海洋大学,您好。你可以参考我校历年的录取数据。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
134,0,老师您好，云南音乐学统考160.43文化成绩481有希望录取吗，2019年最低投档分408是怎么计算的。谢谢,您好。历年的录取数据只是作为一种参考。今年的生源未知。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
135,0,本人福建美术生，文化和专业均过线十几分请问可以报考该校吗,您好。我校在福建没有招收美术类的学生，请核查。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
136,0,您好，请问我音乐统考160多，文化过线，有机会进入广东海洋大学吗？,您好。我校的历年的录取数据可以参考。由于今年的生源未知，能否被我校录取很难确定。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
137,0,请问一下广东海洋大学每年有多少音乐专业考生报考？,您好。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
138,0,没有往年在我们河北的分数线我也不知道怎样参考，我现在想问一下，我的综合分441有希望上这个学校吗？,您好。由于今年的生源未知，能否被我校录取很难确定。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
139,0,我的排名是119427志愿填贵校是稳的吗？还是冲的？,您好。由于今年的生源未知，能否被我校录取很难确定。你可以参考我校的历年数据进行填报志愿。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
140,0,广东文科排名37031可以上贵校吗？,您好。由于今年的生源未知，能否被我校录取很难确定。你可以参考我校的历年数据进行填报志愿。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
141,0,高考分449能走贵校2A吗,您好。由于今年的生源未知，能否被我校录取很难确定。你可以参考我校的历年数据进行填报志愿。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
142,0,你好，老师，我是广西的美术生，我想问一下该校招广西美术考生多少名，最低录取排名是多少，招生计划比例是多少，专业有没有级差,您好。我校没有级差。你可以参考我校的历年数据进行填报志愿。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
143,0,老师你好我是甘肃舞蹈专业215文化课296今年可以报本校吗？,您好。投档工作由生源所在省考试院按照要求进行投档，能否报考请联系生源所在省教育考试院。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
144,0,请问广东考生理科成绩484，排位126890，有机会进贵校吗,您好。由于今年的生源未知，能否被我校录取很难确定。你可以参考我校的历年数据进行填报志愿。如需了解我校的招生信息，可登陆广东海洋大学招生网（http://zsjy.gdou.edu.cn）或者关注“广海招就”微信公众号了解。谢谢您的提问。欢迎报读广东海洋大学，学校代码10566。
145,0,广西考生，考分334，视力5.0、5.1，想报航海类提前批，有希望吗,您好。根据中华人民共和国国家标准《船员健康检查要求》（GB30035-2013）有关规定，航海技术专业要求辨色力正常（无色盲无色弱），身高165CM及以上、双眼裸视力均能达4.7（0.5）及以上；轮机工程和船舶电子电气工程专业要求辨色力正常（无色盲无色弱），身高155CM及以上、双眼裸视力均能达4....[详细]
146,0,我是甘肃音乐考生。请问贵校是按照专业排名录取还是文化课与专业综合分录取。,您好。艺术类统考专业分档时，根据各省（区、市）投档规则出档后，在考生符合专业要求的基础上，实行“分数优先”的原则。投档至本校的非广东省生源考生，按综合成绩从高到低，择优录取。艺术类统考专业综合成绩=（术科统考成绩÷术科统考总分）×70+（文化课成绩÷文化课总分）×30。综合成绩相同时...[详细]
147,0,江西考生航海技术和轮机工程专业，可以现在做眼睛手术吗。体检指导意见25,您好。根据中华人民共和国国家标准《船员健康检查要求》（GB30035-2013）有关规定，航海技术专业要求辨色力正常（无色盲无色弱），身高165CM及以上、双眼裸视力均能达4.7（0.5）及以上；轮机工程和船舶电子电气工程专业要求辨色力正常（无色盲无色弱），身高155CM及以上、双眼裸视力均能达4....[详细]
148,0,贵校在陕西省招生原则是怎样的，在陕历年录取分数线是多少，是按专业成绩录取还是综合分？,您好。艺术类统考专业分档时，根据各省（区、市）投档规则出档后，在考生符合专业要求的基础上，实行“分数优先”的原则。投档至本校的非广东省生源考生，按综合成绩从高到低，择优录取。艺术类统考专业综合成绩=（术科统考成绩÷术科统考总分）×70+（文化课成绩÷文化课总分）×30。综合成绩相同时...[详细]
149,0,海南考生学化学专业的，多少分能上，学费多少，需要考虑我的体检结果吗？,您好。我校的招生网上已经公布了历年的录取数据，可以登录查看。不同的专业收费也不一样，都是执行省物价局的规定，具体的专业收费标准届时会随录取通知书邮寄给考生。如专业对身体素质有要求的（如身高、视力）则要查看体检结果。如需了解我校的招生信息，可登陆广东海洋大学招生网（http:/...[详细]
150,0,请问贵校给湖南考生如何退费，上面信息有错我是湖南的,你好。根据教育部的精神和鉴于疫情的影响，我校取消了2020年在湖南省的现场考试，不再组织校考，直接使用湖南省相对应专业的统考成绩作为术科专业成绩，综合考生高考文化课成绩择优录取。如考生已成功缴费，其报名费将按报考渠道原路全额退还。如需要了解历年的录取情况或者具体招生通知，请...[详细]
151,0,你好，取消了校考，那报名费是什么时候退？,你好。根据教育部的精神和鉴于疫情的影响，我校取消了2020年在湖南省的现场考试，不再组织校考，直接使用湖南省相对应专业的统考成绩作为术科专业成绩，综合考生高考文化课成绩择优录取。如考生已成功缴费，其报名费将按报考渠道原路全额退还。如需要了解历年的录取情况或者具体招生通知，请...[详细]
152,0,您好对青海美术生招生吗？分数线大概是多少,你好。2020年的招生计划尚未制定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！
153,0,请问取消湖南校考后录取原则是什么？具体方案是否明细？, 你好。根据教育部的精神和鉴于疫情的影响，我校取消了2020年在湖南省的现场考试，不再组织校考，直接使用湖南省相对应专业的统考成绩作为术科专业成绩，综合考生高考文化课成绩择优录取。如考生已成功缴费，其报名费将按报考渠道原路全额退还。如需要了解历年的录取情况或者具体招生通知，请...[详细]
154,0,听闻贵校拟取消湖南体育舞蹈校考，而采用湖南术科联考成绩。但湖南体育舞蹈没有体舞联考，参加全省联考时大部分体舞生报的专业是服装表演联考。而且体舞生参加服装表演联考也是为了拿到贵校校考的入场券。如果真按全省联考成绩来录取体育舞蹈生，那真正热爱体育舞蹈且有一定基础的学生将无缘...[详细],你好。根据教育部的精神和鉴于疫情的影响，我校取消了2020年在湖南省的现场考试，不再组织校考，直接使用湖南省相对应专业的统考成绩作为术科专业成绩，综合考生高考文化课成绩择优录取。如考生已成功缴费，其报名费将按报考渠道原路全额退还。如需要了解历年的录取情况或者具体招生通知，请...[详细]
155,0,那贵校何时退费呢？,如考生已成功缴费，其报名费将于4月底前按报考渠道原路全额退还。
156,0,谢谢老师,你好。根据教育部的精神和鉴于疫情的影响，我校取消了2020年舞蹈编导专业在甘肃省的现场考试，不再组织校考，直接使用甘肃省相对应专业的统考成绩作为术科专业成绩，综合考生高考文化课成绩择优录取。如考生已成功缴费，其报名费将于4月底前按报考渠道原路全额退还。如需要了解历年的录取情况...[详细]
157,0,贵校已取消了湖南艺术类校考了吗？是否有调整方案（网络提交视频考试）？贵校招生网能第一时间查询到吗？,你好。根据教育部的精神和鉴于疫情的影响，我校计划取消2020年在湖南省的校考，不再组织校考，直接使用湖南省相对应专业的统考成绩作为术科专业成绩，综合考生高考文化课成绩择优录取。目前调整方案正在等待审批，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我...[详细]
158,0,湖南舞蹈，贵校到底还校考么？,你好。根据教育部的精神和鉴于疫情的影响，我校计划取消2020年在湖南省的校考，不再组织校考，直接使用湖南省相对应专业的统考成绩作为术科专业成绩，综合考生高考文化课成绩择优录取。目前调整方案正在等待审批，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我...[详细]
159,0,老师你好，你们学校不举行校考了，那报名费是怎么退。,如考生已成功缴费，其报名费将按报考渠道原路全额退还。
160,0,请问甘肃省舞蹈校考还有吗？有的话在什么时候?,你好。根据教育部的精神和鉴于疫情的影响，我校计划取消2020年舞蹈编导专业在甘肃省的现场考试，不再组织校考，直接使用甘肃省相对应专业的统考成绩作为术科专业成绩，综合考生高考文化课成绩择优录取。目前调整方案正在等待审批，请随时留意甘肃省教育考试院和我校的通知。如需要了解历年的...[详细]
161,0,您好贵校是取消了在甘肃的考试吗视频方式也不采取吗？,你好。根据教育部的精神和鉴于疫情的影响，我校计划取消2020年播音与主持艺术专业在甘肃省的现场考试，不再组织校考，直接使用甘肃省相对应专业的统考成绩作为术科专业成绩，综合考生高考文化课成绩择优录取。目前调整方案正在等待审批，请随时留意甘肃省教育考试院和我校的通知。如需要了解...[详细]
162,0,你好贵校在甘肃的舞蹈校考要取消嘛,你好。根据教育部的精神和鉴于疫情的影响，我校计划取消2020年舞蹈编导专业在甘肃省的现场考试，不再组织校考，直接使用甘肃省相对应专业的统考成绩作为术科专业成绩，综合考生高考文化课成绩择优录取。目前调整方案正在等待审批，请随时留意甘肃省教育考试院和我校的通知。如需要了解历年的...[详细]
163,0,请问具体方案什么时候出来,你好。我校2020年在广东省的艺考调整方案已上报至广东省教育考试院，目前尚未审批。播音与主持艺术专业计划取消现场考试，现调整为提交作品的形式，具体请随时留意广东省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关...[详细]
164,0,请问贵校江苏舞蹈艺考成绩什么时候可以公布？,你好。鉴于疫情的影响，目前江苏省份的校考成绩尚未公布，预计在高考结束后两周内公布，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
165,0,你好贵校甘肃省播音什么时候考试,你好。根据教育部的精神和鉴于疫情的影响，我校计划取消2020年播音与主持艺术在甘肃省的现场考试，不再组织校考，直接使用甘肃省相对应专业的统考成绩作为术科专业成绩，综合考生高考文化课成绩择优录取。目前调整方案正在等待审批，请随时留意甘肃省教育考试院和我校的通知。如需要了解历年...[详细]
166,0,贵校的校考什么时候考，具体时间，能不能ge,你好。根据教育部的精神和鉴于疫情的影响，我校计划取消2020年音乐学在甘肃省的现场考试，不再组织校考，直接使用甘肃省相对应专业的统考成绩作为术科专业成绩，综合考生高考文化课成绩择优录取。目前调整方案正在等待审批，请随时留意甘肃省教育考试院和我校的通知。如需要了解历年的录取情...[详细]
167,0,成绩的查询时间大概是什么时候，江苏计划招生人数,你好。鉴于疫情的影响，目前江苏省份的校考成绩尚未公布，预计在高考结束后两周内公布，请随时留意我校的通知。2020年的招生计划尚未确定。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你...[详细]
